glucose,glucoseShortDelta,glucoseLongDelta,iob,iobActivity,insulinReq,basal,tick,eventualBG
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.45,0,0,3.51,0.06,0,0.45,0,136
136.46,0.01,0,3.51,0.06,0,0.45,0,136
136.52,0.04,0.01,3.51,0.06,0,0.45,0,137
136.66,0.13,0.04,3.51,0.06,0,0.45,0,137
136.94,0.29,0.09,3.51,0.06,0,0.45,0,137
137.44,0.54,0.18,3.51,0.06,0,0.45,1,137
138.17,0.87,0.31,3.51,0.06,0,0.45,1,138
139.18,1.26,0.49,3.51,0.06,0,0.45,2,139
140.47,1.7,0.72,3.51,0.06,0,0.45,2,140
142.04,2.15,0.99,3.51,0.06,0,0.45,3,142
143.88,2.61,1.31,3.51,0.06,0,0.45,3,144
145.96,3.04,1.65,3.51,0.06,0,0.45,3,146
148.25,3.43,2.02,3.51,0.06,0,0.45,4,148
150.72,3.78,2.39,3.51,0.06,0,0.45,4,151
153.33,4.08,2.76,3.51,0.06,0,0.45,4,153
156.06,4.32,3.11,3.51,0.06,0,0.45,5,156
158.86,4.5,3.43,3.51,0.06,0,0.45,5,159
161.7,4.63,3.72,3.51,0.06,0,0.45,5,162
164.55,4.7,3.97,3.51,0.06,0,0.45,5,165
167.39,4.72,4.17,3.51,0.06,0,0.45,5,167
170.18,4.69,4.32,3.51,0.06,0,0.45,5,170
172.9,4.62,4.43,3.51,0.06,0,0.45,5,173
175.53,4.51,4.49,3.51,0.06,0,0.45,4,176
178.07,4.37,4.5,3.51,0.06,0,0.45,4,178
180.48,4.2,4.47,3.51,0.06,0,0.45,4,180
182.76,4.01,4.4,3.51,0.06,0,0.45,4,183
184.9,3.79,4.29,3.51,0.06,0,0.45,4,185
186.9,3.56,4.16,3.51,0.06,0,0.45,3,187
188.74,3.32,3.99,3.51,0.06,0,0.45,3,189
190.44,3.07,3.81,3.51,0.06,0,0.45,3,190
191.97,2.82,3.61,3.51,0.06,0,0.45,3,192
193.35,2.56,3.39,3.51,0.06,0,0.45,2,193
194.58,2.3,3.16,3.51,0.06,0,0.45,2,195
195.66,2.05,2.92,3.51,0.06,0,0.45,2,196
196.58,1.8,2.67,3.51,0.06,0,0.45,2,197
197.37,1.55,2.43,3.51,0.06,0,0.45,1,197
198.02,1.31,2.18,3.51,0.06,0,0.45,1,198
198.53,1.08,1.94,3.51,0.06,0,0.45,1,199
198.92,0.86,1.7,3.51,0.06,0,0.45,1,199
199.19,0.65,1.46,3.51,0.06,0,0.45,0,199
199.34,0.45,1.23,3.51,0.06,0,0.45,0,199
199.38,0.26,1.01,3.51,0.06,0,0.45,0,199
199.32,0.08,0.8,3.51,0.06,0,0.45,0,199
199.17,-0.09,0.6,3.51,0.06,0,0.45,0,199
198.93,-0.25,0.4,3.51,0.06,0,0.45,0,199
198.6,-0.4,0.22,3.51,0.06,0,0.45,-1,199
198.2,-0.54,0.04,3.51,0.06,0,0.45,-1,198
197.73,-0.66,-0.12,3.51,0.06,0,0.45,-1,198
197.19,-0.78,-0.28,3.51,0.06,0,0.45,-1,197
196.59,-0.89,-0.42,3.51,0.06,0,0.45,-1,197
195.94,-0.99,-0.55,3.51,0.06,0,0.45,-1,196
195.24,-1.08,-0.68,3.51,0.06,0,0.45,-1,195
194.5,-1.16,-0.79,3.51,0.06,0,0.45,-1,195
193.72,-1.23,-0.9,3.51,0.06,0,0.45,-1,194
192.9,-1.3,-0.99,3.51,0.06,0,0.45,-1,193
192.05,-1.36,-1.08,3.51,0.06,0,0.45,-1,192
191.17,-1.41,-1.16,3.51,0.06,0,0.45,-1,191
190.27,-1.46,-1.23,3.51,0.06,0,0.45,-1,190
189.35,-1.49,-1.3,3.51,0.06,0,0.45,-2,189
188.42,-1.53,-1.35,3.51,0.06,0,0.45,-2,188
187.47,-1.56,-1.4,3.51,0.06,0,0.45,-2,187
186.51,-1.58,-1.45,3.51,0.06,0,0.45,-2,187
185.54,-1.6,-1.49,3.51,0.06,0,0.45,-2,186
184.57,-1.61,-1.52,3.51,0.06,0,0.45,-2,185
183.59,-1.62,-1.55,3.51,0.06,0,0.45,-2,184
182.61,-1.63,-1.57,3.51,0.06,0,0.45,-2,183
181.63,-1.63,-1.58,3.51,0.06,0,0.45,-2,182
180.65,-1.63,-1.6,3.51,0.06,0,0.45,-2,181
