glucose,glucoseShortDelta,glucoseLongDelta,iob,iobActivity,insulinReq,basal,tick,eventualBG
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.1,0,0,3.51,0.06,0,0.45,0,147
147.11,0.01,0,3.51,0.06,0,0.45,0,147
147.18,0.06,0.01,3.51,0.06,0,0.45,0,147
147.48,0.26,0.07,3.51,0.06,0,0.45,0,147
148.25,0.73,0.21,3.51,0.06,0,0.45,1,148
149.75,1.56,0.48,3.51,0.06,0,0.45,2,150
152.16,2.73,0.91,3.51,0.06,0,0.45,4,152
155.56,4.15,1.52,3.51,0.06,0,0.45,5,156
159.94,5.69,2.3,3.51,0.06,0,0.45,7,160
165.21,7.23,3.23,3.51,0.06,0,0.45,8,165
171.23,8.65,4.28,3.51,0.06,0,0.45,10,171
177.83,9.86,5.39,3.51,0.06,0,0.45,11,178
184.85,10.82,6.51,3.51,0.06,0,0.45,12,185
192.12,11.51,7.58,3.51,0.06,0,0.45,12,192
199.46,11.92,8.57,3.51,0.06,0,0.45,12,199
206.76,12.08,9.42,3.51,0.06,0,0.45,12,207
213.87,12.01,10.11,3.51,0.06,0,0.45,12,214
220.7,11.74,10.62,3.51,0.06,0,0.45,12,221
227.18,11.29,10.94,3.51,0.06,0,0.45,11,227
233.22,10.71,11.06,3.51,0.06,0,0.45,10,233
238.8,10.02,10.99,3.51,0.06,0,0.45,9,239
243.87,9.25,10.76,3.51,0.06,0,0.45,9,244
248.41,8.42,10.37,3.51,0.06,0,0.45,8,248
252.43,7.57,9.86,3.51,0.06,0,0.45,7,252
255.92,6.69,9.25,3.51,0.06,0,0.45,6,256
258.89,5.82,8.56,3.51,0.06,0,0.45,5,259
261.35,4.96,7.82,3.51,0.06,0,0.45,4,261
263.33,4.13,7.04,3.51,0.06,0,0.45,4,263
264.86,3.33,6.24,3.51,0.06,0,0.45,3,265
265.94,2.56,5.43,3.51,0.06,0,0.45,2,266
266.62,1.84,4.63,3.51,0.06,0,0.45,1,267
266.93,1.17,3.85,3.51,0.06,0,0.45,1,267
266.88,0.54,3.1,3.51,0.06,0,0.45,0,267
266.51,-0.05,2.38,3.51,0.06,0,0.45,0,267
265.85,-0.58,1.69,3.51,0.06,0,0.45,-1,266
264.93,-1.07,1.05,3.51,0.06,0,0.45,-1,265
263.77,-1.51,0.45,3.51,0.06,0,0.45,-2,264
262.39,-1.91,-0.11,3.51,0.06,0,0.45,-2,262
260.83,-2.26,-0.62,3.51,0.06,0,0.45,-3,261
259.1,-2.58,-1.09,3.51,0.06,0,0.45,-3,259
257.22,-2.86,-1.52,3.51,0.06,0,0.45,-3,257
255.22,-3.1,-1.9,3.51,0.06,0,0.45,-3,255
253.11,-3.31,-2.25,3.51,0.06,0,0.45,-3,253
250.91,-3.49,-2.55,3.51,0.06,0,0.45,-4,251
248.64,-3.65,-2.82,3.51,0.06,0,0.45,-4,249
246.31,-3.77,-3.06,3.51,0.06,0,0.45,-4,246
243.93,-3.87,-3.27,3.51,0.06,0,0.45,-4,244
241.51,-3.95,-3.44,3.51,0.06,0,0.45,-4,242
239.07,-4.01,-3.59,3.51,0.06,0,0.45,-4,239
236.62,-4.06,-3.71,3.51,0.06,0,0.45,-4,237
234.16,-4.08,-3.81,3.51,0.06,0,0.45,-4,234
