glucose,glucoseShortDelta,glucoseLongDelta,iob,iobActivity,insulinReq,basal,tick,eventualBG
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.42,0,0,3.51,0.06,0,0.45,0,136
136.43,0.01,0,3.51,0.06,0,0.45,0,136
136.6,0.13,0.03,3.51,0.06,0,0.45,0,137
137.25,0.57,0.15,3.51,0.06,0,0.45,1,137
138.89,1.57,0.44,3.51,0.06,0,0.45,2,139
142.01,3.27,1,3.51,0.06,0,0.45,5,142
146.92,5.61,1.88,3.51,0.06,0,0.45,7,147
153.69,8.36,3.1,3.51,0.06,0,0.45,11,154
162.22,11.25,4.62,3.51,0.06,0,0.45,13,162
172.27,14.01,6.4,3.51,0.06,0,0.45,16,172
183.54,16.45,8.35,3.51,0.06,0,0.45,18,184
195.71,18.44,10.37,3.51,0.06,0,0.45,20,196
208.46,19.93,12.37,3.51,0.06,0,0.45,21,208
221.5,20.92,14.25,3.51,0.06,0,0.45,22,222
234.56,21.43,15.92,3.51,0.06,0,0.45,22,235
247.42,21.5,17.34,3.51,0.06,0,0.45,22,247
259.87,21.19,18.44,3.51,0.06,0,0.45,21,260
271.77,20.57,19.2,3.51,0.06,0,0.45,20,272
283,19.69,19.62,3.51,0.06,0,0.45,19,283
293.46,18.6,19.7,3.51,0.06,0,0.45,18,293
303.09,17.35,19.46,3.51,0.06,0,0.45,16,303
311.85,15.99,18.94,3.51,0.06,0,0.45,15,312
319.71,14.56,18.18,3.51,0.06,0,0.45,13,320
326.66,13.08,17.23,3.51,0.06,0,0.45,12,327
332.72,11.59,16.12,3.51,0.06,0,0.45,10,333
337.89,10.11,14.9,3.51,0.06,0,0.45,9,338
342.22,8.65,13.59,3.51,0.06,0,0.45,8,342
345.72,7.24,12.23,3.51,0.06,0,0.45,6,346
348.44,5.88,10.85,3.51,0.06,0,0.45,5,348
350.43,4.58,9.47,3.51,0.06,0,0.45,4,350
351.71,3.35,8.11,3.51,0.06,0,0.45,2,352
352.35,2.2,6.77,3.51,0.06,0,0.45,1,352
352.39,1.11,5.49,3.51,0.06,0,0.45,0,352
351.87,0.11,4.26,3.51,0.06,0,0.45,-1,352
350.83,-0.82,3.08,3.51,0.06,0,0.45,-2,351
349.34,-1.67,1.98,3.51,0.06,0,0.45,-2,349
347.42,-2.45,0.94,3.51,0.06,0,0.45,-3,347
345.12,-3.15,-0.02,3.51,0.06,0,0.45,-4,345
342.48,-3.78,-0.91,3.51,0.06,0,0.45,-4,342
339.54,-4.35,-1.73,3.51,0.06,0,0.45,-5,340
336.34,-4.86,-2.48,3.51,0.06,0,0.45,-5,336
332.9,-5.3,-3.16,3.51,0.06,0,0.45,-6,333
329.26,-5.69,-3.77,3.51,0.06,0,0.45,-6,329
325.45,-6.03,-4.33,3.51,0.06,0,0.45,-6,325
321.5,-6.32,-4.82,3.51,0.06,0,0.45,-7,322
317.43,-6.56,-5.25,3.51,0.06,0,0.45,-7,317
313.27,-6.76,-5.63,3.51,0.06,0,0.45,-7,313
309.03,-6.91,-5.95,3.51,0.06,0,0.45,-7,309
304.74,-7.04,-6.23,3.51,0.06,0,0.45,-7,305
300.42,-7.13,-6.47,3.51,0.06,0,0.45,-7,300
296.08,-7.19,-6.66,3.51,0.06,0,0.45,-7,296
291.73,-7.22,-6.81,3.51,0.06,0,0.45,-7,292
287.39,-7.23,-6.94,3.51,0.06,0,0.45,-7,287
283.07,-7.22,-7.02,3.51,0.06,0,0.45,-7,283
278.79,-7.18,-7.08,3.51,0.06,0,0.45,-7,279
274.54,-7.13,-7.11,3.51,0.06,0,0.45,-7,275
270.35,-7.06,-7.12,3.51,0.06,0,0.45,-7,270
266.21,-6.98,-7.11,3.51,0.06,0,0.45,-7,266
262.14,-6.89,-7.08,3.51,0.06,0,0.45,-7,262
258.13,-6.78,-7.03,3.51,0.06,0,0.45,-7,258
254.2,-6.67,-6.96,3.51,0.06,0,0.45,-7,254
250.35,-6.55,-6.88,3.51,0.06,0,0.45,-6,250
246.57,-6.42,-6.79,3.51,0.06,0,0.45,-6,247
242.88,-6.29,-6.69,3.51,0.06,0,0.45,-6,243
239.27,-6.15,-6.57,3.51,0.06,0,0.45,-6,239
235.75,-6.01,-6.45,3.51,0.06,0,0.45,-6,236
232.32,-5.86,-6.33,3.51,0.06,0,0.45,-6,232
228.98,-5.72,-6.2,3.51,0.06,0,0.45,-6,229
225.72,-5.57,-6.06,3.51,0.06,0,0.45,-5,226
222.56,-5.42,-5.92,3.51,0.06,0,0.45,-5,223
219.57,-5.21,-5.77,3.51,0.06,0,0.45,-5,220
217,-4.77,-5.55,3.51,0.06,0,0.45,-4,217
215.28,-3.88,-5.19,3.51,0.06,0,0.45,-3,215
214.89,-2.36,-4.61,3.51,0.06,0,0.45,-1,215
216.21,-0.2,-3.74,3.51,0.06,0,0.45,1,216
219.37,2.44,-2.55,3.51,0.06,0,0.45,4,219
224.26,5.25,-1.08,3.51,0.06,0,0.45,7,224
230.64,7.94,0.64,3.51,0.06,0,0.45,10,231
238.16,10.29,2.51,3.51,0.06,0,0.45,12,238
246.43,12.12,4.43,3.51,0.06,0,0.45,13,246
255.06,13.36,6.29,3.51,0.06,0,0.45,14,255
263.71,13.99,8,3.51,0.06,0,0.45,14,264
272.05,14.05,9.44,3.51,0.06,0,0.45,14,272
279.83,13.59,10.57,3.51,0.06,0,0.45,13,280
