glucose,glucoseShortDelta,glucoseLongDelta,iob,iobActivity,insulinReq,basal,tick,eventualBG
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.67,0,0,3.51,0.06,0,0.45,0,143
142.69,0.02,0,3.51,0.06,0,0.45,0,143
142.77,0.07,0.02,3.51,0.06,0,0.45,0,143
142.99,0.21,0.06,3.51,0.06,0,0.45,0,143
143.45,0.46,0.14,3.51,0.06,0,0.45,1,143
144.23,0.86,0.28,3.51,0.06,0,0.45,1,144
145.4,1.38,0.49,3.51,0.06,0,0.45,2,145
147.01,2.01,0.78,3.51,0.06,0,0.45,3,147
149.07,2.71,1.14,3.51,0.06,0,0.45,3,149
151.59,3.45,1.59,3.51,0.06,0,0.45,4,152
154.54,4.18,2.09,3.51,0.06,0,0.45,5,155
157.89,4.88,2.65,3.51,0.06,0,0.45,5,158
161.57,5.52,3.24,3.51,0.06,0,0.45,6,162
165.54,6.08,3.83,3.51,0.06,0,0.45,7,166
169.73,6.55,4.42,3.51,0.06,0,0.45,7,170
174.08,6.92,4.98,3.51,0.06,0,0.45,7,174
178.53,7.19,5.5,3.51,0.06,0,0.45,7,179
183.02,7.35,5.95,3.51,0.06,0,0.45,7,183
187.5,7.42,6.33,3.51,0.06,0,0.45,7,188
191.91,7.4,6.63,3.51,0.06,0,0.45,7,192
196.2,7.29,6.84,3.51,0.06,0,0.45,7,196
200.35,7.12,6.97,3.51,0.06,0,0.45,7,200
204.31,6.87,7.02,3.51,0.06,0,0.45,7,204
208.07,6.58,6.98,3.51,0.06,0,0.45,6,208
211.6,6.23,6.88,3.51,0.06,0,0.45,6,212
214.87,5.85,6.71,3.51,0.06,0,0.45,6,215
217.89,5.45,6.48,3.51,0.06,0,0.45,5,218
220.64,5.02,6.2,3.51,0.06,0,0.45,5,221
223.12,4.58,5.87,3.51,0.06,0,0.45,4,223
225.32,4.13,5.52,3.51,0.06,0,0.45,4,225
227.25,3.68,5.13,3.51,0.06,0,0.45,3,227
228.92,3.23,4.73,3.51,0.06,0,0.45,3,229
230.33,2.79,4.31,3.51,0.06,0,0.45,2,230
231.49,2.36,3.89,3.51,0.06,0,0.45,2,231
232.41,1.94,3.46,3.51,0.06,0,0.45,2,232
233.1,1.54,3.03,3.51,0.06,0,0.45,1,233
233.56,1.16,2.61,3.51,0.06,0,0.45,1,234
233.83,0.79,2.21,3.51,0.06,0,0.45,1,234
233.9,0.45,1.81,3.51,0.06,0,0.45,0,234
233.78,0.13,1.42,3.51,0.06,0,0.45,0,234
233.5,-0.17,1.06,3.51,0.06,0,0.45,0,234
233.06,-0.45,0.71,3.51,0.06,0,0.45,-1,233
232.48,-0.72,0.38,3.51,0.06,0,0.45,-1,232
231.77,-0.95,0.07,3.51,0.06,0,0.45,-1,232
230.94,-1.17,-0.22,3.51,0.06,0,0.45,-1,231
230,-1.38,-0.49,3.51,0.06,0,0.45,-2,230
228.96,-1.56,-0.74,3.51,0.06,0,0.45,-2,229
227.83,-1.72,-0.98,3.51,0.06,0,0.45,-2,228
226.62,-1.87,-1.19,3.51,0.06,0,0.45,-2,227
225.35,-2,-1.38,3.51,0.06,0,0.45,-2,225
224.01,-2.11,-1.56,3.51,0.06,0,0.45,-2,224
222.63,-2.22,-1.72,3.51,0.06,0,0.45,-2,223
221.2,-2.3,-1.86,3.51,0.06,0,0.45,-2,221
219.73,-2.38,-1.99,3.51,0.06,0,0.45,-2,220
218.22,-2.44,-2.1,3.51,0.06,0,0.45,-2,218
216.7,-2.49,-2.2,3.51,0.06,0,0.45,-3,217
215.15,-2.54,-2.28,3.51,0.06,0,0.45,-3,215
213.59,-2.57,-2.36,3.51,0.06,0,0.45,-3,214
212.02,-2.6,-2.42,3.51,0.06,0,0.45,-3,212
210.45,-2.61,-2.47,3.51,0.06,0,0.45,-3,210
208.87,-2.62,-2.51,3.51,0.06,0,0.45,-3,209
207.29,-2.63,-2.54,3.51,0.06,0,0.45,-3,207
205.72,-2.62,-2.57,3.51,0.06,0,0.45,-3,206
204.16,-2.62,-2.59,3.51,0.06,0,0.45,-3,204
202.6,-2.6,-2.59,3.51,0.06,0,0.45,-3,203
201.06,-2.59,-2.6,3.51,0.06,0,0.45,-3,201
199.54,-2.56,-2.6,3.51,0.06,0,0.45,-3,200
198.03,-2.54,-2.59,3.51,0.06,0,0.45,-3,198
196.54,-2.51,-2.57,3.51,0.06,0,0.45,-2,197
195.08,-2.48,-2.56,3.51,0.06,0,0.45,-2,195
193.67,-2.41,-2.53,3.51,0.06,0,0.45,-2,194
192.38,-2.29,-2.48,3.51,0.06,0,0.45,-2,192
191.28,-2.08,-2.4,3.51,0.06,0,0.45,-2,191
190.45,-1.75,-2.27,3.51,0.06,0,0.45,-1,190
189.96,-1.3,-2.08,3.51,0.06,0,0.45,-1,190
189.88,-0.74,-1.82,3.51,0.06,0,0.45,0,190
190.21,-0.11,-1.49,3.51,0.06,0,0.45,0,190
190.97,0.57,-1.1,3.51,0.06,0,0.45,1,191
192.13,1.25,-0.64,3.51,0.06,0,0.45,2,192
193.66,1.9,-0.13,3.51,0.06,0,0.45,2,194
195.51,2.5,0.4,3.51,0.06,0,0.45,3,196
197.63,3.03,0.95,3.51,0.06,0,0.45,3,198
199.94,3.46,1.49,3.51,0.06,0,0.45,4,200
202.39,3.79,2,3.51,0.06,0,0.45,4,202
204.91,4.01,2.47,3.51,0.06,0,0.45,4,205
207.44,4.13,2.88,3.51,0.06,0,0.45,4,207
209.93,4.15,3.21,3.51,0.06,0,0.45,4,210
212.31,4.08,3.47,3.51,0.06,0,0.45,4,212
214.56,3.93,3.64,3.51,0.06,0,0.45,4,215
216.62,3.69,3.72,3.51,0.06,0,0.45,4,217
218.46,3.4,3.72,3.51,0.06,0,0.45,3,218
220.07,3.04,3.63,3.51,0.06,0,0.45,3,220
221.41,2.65,3.48,3.51,0.06,0,0.45,2,221
222.48,2.22,3.26,3.51,0.06,0,0.45,2,222
223.26,1.77,2.98,3.51,0.06,0,0.45,1,223
223.76,1.3,2.65,3.51,0.06,0,0.45,1,224
223.97,0.82,2.28,3.51,0.06,0,0.45,0,224
223.89,0.35,1.88,3.51,0.06,0,0.45,0,224
223.54,-0.12,1.46,3.51,0.06,0,0.45,0,224
