altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.8395,9.7609,0,288,0.9645,0.964
9,98,9.5993,9.7669,0,12,1.8980,2.862
11,98,11.9698,9.8344,0,22,0.9707,3.833
16,97,16.7100,9.8742,0,83,2.0619,5.895
19,97,19.0781,9.7021,0,92,1.0470,6.942
21,97,21.4389,9.8258,0,144,1.0780,8.020
23,96,23.8058,9.7374,0,238,1.0477,9.067
26,96,26.1614,9.8274,0,114,0.9675,10.035
28,96,28.5215,9.7548,0,313,0.9532,10.988
39,94,39.7175,9.5791,0,22,6.0649,17.053
39,94,39.8670,9.7668,0,343,1.0435,18.096
39,94,39.9482,9.7793,0,85,2.0311,20.128
39,93,39.9544,9.8593,0,140,0.9605,21.088
39,93,39.9562,9.8378,0,119,0.9481,22.036
39,93,39.9577,9.7999,0,2,1.0082,23.044
39,93,39.9614,9.7776,0,88,0.9839,24.028
39,93,39.9631,9.8248,0,3,1.0198,25.048
39,92,39.9637,9.7759,0,305,1.0496,26.098
39,92,39.9699,9.8226,0,200,2.0917,28.189
39,92,39.9697,9.7747,0,348,1.0088,29.198
39,91,39.9729,9.7990,0,237,1.0062,30.204
39,91,39.9757,9.9107,0,260,0.9329,31.137
39,91,39.9785,9.8299,0,224,2.0739,33.211
39,90,39.9809,9.8169,0,194,1.0516,34.263
39,90,40.0152,9.8270,0,312,0.9594,35.222
39,90,40.1966,9.9448,0,355,0.9818,36.204
40,90,41.1524,9.9247,1,355,1.0358,37.240
40,89,42.7868,10.0644,1,354,0.9667,38.206
40,89,45.2942,10.0986,2,353,1.0730,39.279
41,89,48.6934,9.8758,3,353,0.9930,40.272
42,89,52.7701,9.6325,4,352,0.9888,41.261
42,88,57.0199,9.6725,4,352,1.0056,42.267
43,88,61.4111,9.8713,4,352,1.0177,43.285
43,88,66.0254,9.7816,4,352,1.0720,44.357
44,88,70.7879,9.8969,4,352,0.9909,45.347
44,87,75.6491,9.8105,4,352,0.9447,46.292
45,87,80.5709,9.8527,4,352,1.0782,47.370
46,87,85.5441,9.8483,4,352,1.0157,48.386
46,87,90.5493,9.8070,4,352,0.9867,49.373
47,86,95.5674,9.8692,4,352,0.9939,50.367
47,86,100.6006,9.8471,4,352,1.0358,51.402
48,86,105.6361,9.8387,5,352,1.0353,52.438
48,86,110.6877,9.7991,5,352,0.9662,53.404
49,85,115.7367,9.8310,5,352,1.0007,54.405
50,85,120.7809,9.8174,5,352,0.9877,55.392
50,85,125.8279,9.8366,5,352,1.0618,56.454
51,85,130.8756,9.8049,5,352,1.0186,57.473
51,84,135.9236,9.8124,5,352,0.9693,58.442
52,84,140.9696,9.8162,5,352,0.9963,59.438
53,84,146.0260,9.8456,5,352,1.0262,60.465
53,84,151.0803,9.7743,5,352,1.0164,61.481
54,83,156.1316,9.7776,5,352,0.9874,62.468
54,83,161.1865,9.8203,5,352,1.0241,63.492
55,83,166.2418,9.9214,5,352,0.9831,64.476
55,83,171.3003,9.8528,5,352,1.0274,65.503
56,82,176.3607,9.8598,5,352,1.0130,66.516
57,82,181.4120,9.8138,5,352,1.0246,67.541
57,82,186.4697,9.8730,5,352,0.9752,68.516
58,82,191.5292,9.8186,5,352,0.9589,69.475
58,81,196.5928,9.7763,5,352,0.9666,70.441
59,81,201.6457,9.8555,5,352,0.9638,71.405
60,81,206.7054,9.8277,5,352,1.0151,72.420
60,81,211.7569,9.8129,5,352,1.0836,73.504
61,80,216.8144,9.8121,5,352,1.0859,74.590
61,80,221.8740,9.9010,5,352,1.0046,75.594
62,80,226.9295,9.8275,5,352,0.9892,76.583
63,80,231.9771,9.8379,5,352,1.0005,77.584
63,79,237.0313,9.8252,5,352,0.9842,78.568
64,79,242.0846,9.8510,5,352,0.9744,79.543
64,79,247.1459,9.8605,5,352,0.9850,80.528
65,79,252.2108,9.8405,5,352,1.0465,81.574
66,78,257.2797,9.8502,5,352,1.0553,82.629
