altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.7412,9.7717,0,274,1.0045,1.004
7,98,7.1347,9.7984,0,265,1.0185,2.022
9,98,9.5103,9.8350,0,289,1.0616,3.084
11,98,11.8920,9.8044,0,280,1.0018,4.086
16,97,16.6410,9.8307,0,63,1.9995,6.085
19,97,19.0064,9.8325,0,35,0.9979,7.083
21,97,21.3798,9.7872,0,123,1.0077,8.091
23,96,23.7453,9.7832,0,95,1.0051,9.096
26,96,26.1112,9.8395,0,106,0.9611,10.057
28,96,28.4679,9.8427,0,85,1.0570,11.114
30,96,30.8240,9.7901,0,318,1.0044,12.118
39,94,39.7123,9.5672,0,235,4.9838,17.102
39,94,39.8623,9.7170,0,296,1.0339,18.136
39,94,39.9215,9.7799,0,250,1.0638,19.200
39,93,39.9524,9.8319,0,119,3.0259,22.226
39,93,39.9567,9.8173,0,139,0.9897,23.216
39,93,39.9609,9.8278,0,328,0.9782,24.194
39,92,39.9720,9.8357,0,39,3.0782,27.272
39,92,39.9730,9.8305,0,27,1.0384,28.310
39,91,39.9857,9.8218,0,261,2.9653,31.276
39,91,39.9854,9.8185,0,258,1.0375,32.313
39,91,39.9869,9.7784,0,285,1.0199,33.333
39,90,39.9875,9.8666,0,107,0.9711,34.304
39,90,40.1273,9.9244,0,337,0.9611,35.265
40,90,40.9199,9.9278,0,336,0.9982,36.263
40,90,42.3676,10.0170,1,333,1.0668,37.330
40,89,44.6342,9.9873,2,337,1.0228,38.353
40,89,47.7822,10.0096,3,333,1.0276,39.381
41,89,51.6889,9.8787,3,334,0.9782,40.359
41,89,55.9407,9.7022,4,333,0.9952,41.354
42,88,60.3090,9.7921,4,333,1.0372,42.391
42,88,64.8967,9.8277,4,333,0.9847,43.376
43,88,69.6403,9.8217,4,333,1.0025,44.378
43,88,74.4916,9.8461,4,333,1.0052,45.384
43,87,79.4133,9.8116,4,333,1.0130,46.397
44,87,84.3813,9.8104,4,333,1.0288,47.425
44,87,89.3761,9.8263,4,333,1.0167,48.442
45,87,94.3984,9.8474,5,333,0.9956,49.438
45,86,99.4328,9.7902,5,333,0.9685,50.406
45,86,104.4713,9.7800,5,334,1.0197,51.426
46,86,109.5184,9.8279,5,334,1.0086,52.435
46,86,114.5748,9.9251,5,334,1.0286,53.463
47,85,119.6333,9.8598,5,334,1.0702,54.533
47,85,124.6935,9.8646,5,333,1.0436,55.577
48,85,129.7436,9.8158,5,333,1.0195,56.596
48,85,134.8007,9.8663,5,334,0.9302,57.527
48,84,139.8575,9.8230,5,334,0.9985,58.525
49,84,144.9242,9.7708,5,333,1.0191,59.544
49,84,149.9784,9.8578,5,334,1.0253,60.569
50,84,155.0356,9.8218,5,334,1.0370,61.606
50,83,160.0879,9.8162,5,334,0.9673,62.574
51,83,165.1442,9.8125,5,334,1.0052,63.579
51,83,170.1994,9.9029,5,333,1.0376,64.616
51,83,175.2515,9.8180,5,333,0.9913,65.608
52,82,180.3015,9.8414,5,333,1.0431,66.651
52,82,185.3580,9.8226,5,334,1.0342,67.685
53,82,190.4069,9.8426,5,334,0.9629,68.648
53,82,195.4657,9.8633,5,333,1.0270,69.675
54,81,200.5288,9.8333,5,333,0.9926,70.668
54,81,205.5933,9.8536,5,333,1.0307,71.698
54,81,210.6587,9.8314,5,334,0.9977,72.696
55,81,215.7134,9.7507,5,334,0.9791,73.675
55,80,220.7651,9.8292,5,333,0.9992,74.674
56,80,225.8194,9.8055,5,333,1.0585,75.733
56,80,230.8770,9.7963,5,334,1.0350,76.768
57,80,235.9481,9.7771,5,333,0.9876,77.755
57,79,241.0135,9.7954,5,333,0.9571,78.712
57,79,246.0765,9.8181,5,333,0.9775,79.690
58,79,251.1386,9.8130,5,334,1.0047,80.695
58,79,256.1964,9.7336,5,334,1.0468,81.741
59,78,261.2515,9.8078,5,333,1.0399,82.781
59,78,266.3202,9.8734,5,334,1.0536,83.835
60,78,271.3748,9.8479,5,333,0.9627,84.797
60,78,276.4306,9.7824,5,334,0.9905,85.788
60,77,281.4864,9.8238,5,333,1.0338,86.822
61,77,286.5486,9.8384,5,334,1.0419,87.864
61,77,286.5486,9.5732,5,335,0.9722,88.836
61,77,286.5486,9.8006,4,341,0.9460,89.782
61,76,287.9141,9.8329,4,344,0.9943,90.776
61,76,292.8594,9.7549,4,347,1.0556,91.832
61,76,297.8388,9.8200,4,349,1.0131,92.845
61,76,302.8358,9.8168,5,351,1.0649,93.910
61,75,307.8495,9.8240,5,353,0.9805,94.890
61,75,312.8711,9.9408,5,354,0.9416,95.832
61,75,317.9044,9.8477,5,354,1.0519,96.884
61,75,322.9420,9.7874,5,355,1.0213,97.905
61,74,327.9944,9.7965,5,355,1.0149,98.920
61,74,333.0599,9.8362,5,355,1.0053,99.925
61,74,338.1285,9.9066,5,355,0.9672,100.892
61,74,343.1996,9.8183,5,355,1.0351,101.927
61,73,348.2780,9.8375,5,355,0.9993,102.927
61,73,353.3522,9.8066,5,354,1.0198,103.947
61,73,358.4232,9.8592,5,354,0.9937,104.940
