altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.6888,9.7703,0,276,1.0351,1.035
7,98,7.0840,9.7921,0,261,0.9635,1.998
9,98,9.4603,9.8347,0,292,1.0260,3.024
11,98,11.8421,9.8044,0,278,1.0764,4.101
16,97,16.5910,9.8310,0,67,1.9677,6.068
18,97,18.9561,9.8322,0,43,0.9650,7.033
21,97,21.3296,9.7866,0,125,0.9684,8.002
23,96,23.6953,9.7835,0,101,1.0335,9.035
26,96,26.0613,9.8384,0,109,1.0648,10.100
28,96,28.4178,9.8428,0,85,1.0547,11.155
30,96,30.7737,9.7929,0,318,1.0708,12.225
39,94,39.7072,9.5570,0,240,4.7966,17.022
39,94,39.8610,9.7124,0,293,1.0171,18.039
39,94,39.9213,9.7797,0,252,1.0195,19.059
39,93,39.9526,9.8318,0,117,3.1766,22.235
39,93,39.9568,9.8174,0,140,1.0081,23.243
39,93,39.9609,9.8280,0,331,0.9725,24.216
39,92,39.9676,9.7984,0,26,1.9129,26.129
39,92,39.9721,9.8352,0,39,1.0060,27.135
39,92,39.9729,9.8306,0,22,1.0380,28.173
39,91,39.9858,9.8216,0,298,3.0329,31.206
39,91,39.9854,9.8157,0,260,1.0040,32.210
39,91,39.9870,9.7785,0,301,1.0354,33.245
39,90,39.9874,9.8679,0,107,0.9827,34.228
39,90,39.9865,9.8146,0,96,1.0025,35.230
39,90,39.9833,9.8445,0,86,1.0168,36.247
39,90,39.9840,9.8664,0,355,0.9920,37.239
39,89,39.9873,9.8164,0,100,4.0423,41.281
39,89,39.9903,9.7921,0,325,1.0333,42.315
39,88,39.9914,9.8205,0,66,1.0869,43.402
39,88,39.9902,9.8183,0,258,0.9423,44.344
39,88,40.0909,9.9970,0,223,0.9539,45.298
40,88,40.9575,9.9879,0,221,0.9700,46.268
40,87,42.5222,10.1051,1,215,0.9911,47.259
40,87,44.9746,10.1290,2,218,1.0163,48.275
41,87,48.3551,10.0711,3,221,1.0828,49.358
42,87,52.3963,9.5533,4,222,1.0874,50.445
43,86,56.5774,9.6208,4,220,1.0392,51.484
44,86,60.8993,9.8338,4,219,0.9617,52.446
44,86,65.4624,9.9557,4,218,0.9653,53.411
45,86,70.1954,9.8655,4,217,0.9689,54.380
46,85,75.0350,9.8843,4,217,1.0108,55.391
46,85,79.9440,9.8220,4,217,1.0073,56.398
47,85,84.9093,9.8850,4,217,1.0626,57.461
48,85,89.9154,9.8191,4,218,1.0783,58.539
49,84,94.9500,9.7777,4,218,1.0294,59.569
49,84,99.9891,9.8487,4,218,0.9775,60.546
50,84,105.0415,9.8338,4,218,0.9723,61.519
51,84,110.0954,9.8182,4,219,0.9837,62.502
52,83,115.1528,9.8232,4,219,1.0197,63.522
52,83,120.2118,9.9087,5,219,1.0185,64.540
53,83,125.2662,9.8295,4,219,1.0364,65.577
54,83,130.3186,9.8440,4,219,1.0604,66.637
55,82,135.3739,9.8294,4,219,1.0227,67.660
55,82,140.4263,9.8591,5,219,0.9739,68.634
56,82,145.4882,9.8606,5,219,0.9208,69.555
57,82,150.5540,9.8516,5,219,0.9794,70.534
58,81,155.6203,9.8450,5,219,0.9759,71.510
59,81,160.6842,9.8454,5,219,1.0824,72.592
59,81,165.7397,9.7369,4,219,1.0640,73.656
60,80,170.7909,9.8364,4,219,1.0294,74.686
61,80,175.8442,9.7890,4,219,0.9591,75.645
62,80,180.8966,9.8021,4,219,1.0405,76.685
62,80,185.9642,9.7592,5,219,1.0391,77.725
63,79,191.0252,9.8006,5,219,0.9596,78.684
64,79,196.0861,9.8126,5,219,0.9211,79.605
65,79,201.1450,9.8201,5,219,1.0303,80.636
65,79,206.2047,9.7239,5,219,0.9953,81.631
66,78,211.2613,9.8147,4,219,1.0056,82.636
67,78,216.3190,9.8605,5,219,1.0325,83.669
68,78,221.3683,9.8539,4,219,1.0499,84.719
68,78,226.4200,9.7665,5,219,1.0228,85.742
69,77,231.4693,9.8295,4,219,1.0435,86.785
70,77,236.5294,9.8383,5,219,0.9589,87.744
71,77,241.5924,9.8617,5,219,0.9697,88.714
71,77,246.6467,9.8975,5,219,1.0106,89.724
72,76,251.7105,9.8675,5,219,1.0419,90.766
73,76,256.7726,9.7772,5,219,1.0001,91.766
74,76,261.8320,9.8295,4,219,0.9846,92.751
74,76,266.8922,9.8407,5,219,1.0144,93.765
75,75,271.9467,9.7975,4,219,1.0297,94.795
76,75,276.9981,9.9696,4,219,1.0219,95.817
77,75,282.0555,9.8174,5,219,0.9923,96.809
77,75,287.1042,9.8225,4,219,0.9775,97.787
78,74,292.1715,9.7654,5,219,0.9706,98.757
79,74,297.2346,9.8432,5,219,1.0326,99.790
80,74,302.3012,9.8703,5,219,1.0363,100.826
80,74,307.3608,9.8285,5,219,0.9930,101.819
81,73,312.4330,9.7981,5,219,0.9411,102.760
82,73,317.4903,9.8147,4,219,0.9899,103.750
83,73,322.5576,9.8398,5,219,1.0688,104.819
84,73,327.6146,9.8234,5,219,1.0362,105.855
84,72,332.6797,9.7689,5,219,1.0485,106.904
85,72,337.7451,9.8499,5,219,0.9393,107.843
86,72,346.0219,9.4888,5,219,0.9453,108.789
86,70,346.2220,9.8829,0,89,6.0601,114.849
86,70,347.4311,9.8435,1,81,0.9776,115.826
86,70,349.4820,9.8649,2,80,1.0603,116.887
86,70,352.4495,9.8434,3,87,1.0532,117.940
86,69,356.2487,9.8845,3,80,1.0121,118.952
86,69,360.4518,9.8539,4,82,1.0425,119.994
86,69,364.8249,9.8132,4,81,0.9306,120.925
86,69,369.4164,9.8224,4,81,0.9730,121.898
86,68,374.1739,9.7438,4,81,1.0451,122.943
86,68,379.0443,9.8461,4,81,1.0451,123.988
86,68,383.9979,9.8573,4,82,0.9867,124.975
86,68,389.0103,9.8115,5,82,0.9660,125.941
86,67,394.0567,9.8081,5,82,1.0182,126.959
86,67,399.1169,9.7506,5,82,1.0501,128.009
86,67,404.2003,9.8269,5,82,0.9937,129.003
86,67,409.2875,9.7619,5,83,0.9599,129.963
86,66,414.3813,9.8584,5,83,1.0087,130.971
86,66,419.4740,9.8382,5,83,1.0564,132.028
87,66,424.5761,9.7210,5,83,1.0944,133.122
87,66,429.6756,9.8633,5,83,0.9960,134.118
87,66,434.7779,9.8971,5,82,0.9930,135.111
86,65,439.8817,9.7738,5,83,0.9517,136.063
86,65,444.9927,9.7965,5,83,0.9934,137.056
86,65,450.1077,9.8511,5,83,0.9994,138.056
86,65,455.2382,9.8117,5,83,1.0743,139.130
86,64,460.3590,9.7829,5,83,0.9903,140.120
86,64,460.3590,9.9254,5,83,0.9599,141.080
86,64,460.3590,9.9210,4,99,1.0025,142.083
86,64,462.8685,9.7644,4,116,1.0602,143.143
87,63,466.9006,9.8732,4,128,1.0241,144.167
87,63,471.3041,9.8077,4,136,1.0515,145.218
87,63,475.7721,9.8282,4,143,0.9972,146.216
87,63,480.4046,9.8323,4,148,1.0018,147.217
86,62,485.1732,9.7587,4,151,0.9454,148.163
86,62,490.0336,9.8170,4,153,0.9564,149.119
86,62,494.9781,9.8437,4,154,0.9896,150.109
86,62,499.9708,9.7677,5,155,1.0126,151.121
86,61,505.0083,9.8098,5,155,1.0320,152.153
86,61,510.0831,9.8300,5,154,1.0565,153.210
86,61,515.1843,9.7703,5,154,1.0531,154.263
86,61,520.2955,9.8349,5,153,1.0174,155.280
86,60,525.4195,9.7554,5,153,0.9952,156.276
86,60,530.5521,9.8253,5,152,0.9653,157.241
86,60,535.6998,9.8024,5,152,0.9853,158.226
86,60,546.8527,9.9395,5,152,1.0302,159.256
87,58,546.8527,9.8003,0,321,6.0271,165.284
87,58,547.6774,9.8413,1,317,0.9953,166.279
87,58,549.6871,9.8979,2,318,1.0575,167.336
87,57,552.6271,9.8675,3,309,1.0366,168.373
87,57,556.3475,9.7498,3,316,0.9757,169.349
87,57,560.3303,9.8594,4,314,0.9978,170.346
87,57,564.5803,9.7756,4,315,1.0041,171.350
87,57,569.0829,9.7795,4,315,1.0696,172.420
87,56,573.7786,9.7938,4,315,0.9938,173.414
87,56,578.6039,9.7515,4,314,0.9455,174.359
87,56,583.5200,9.8540,4,314,0.9695,175.329
87,56,588.4861,9.8365,4,314,0.9845,176.313
87,55,593.4946,9.8259,5,314,1.0625,177.376
87,55,598.5239,9.8830,5,314,1.0551,178.431
87,55,603.5766,9.8221,5,314,0.9920,179.423
87,55,608.6359,9.8214,5,314,0.9953,180.418
87,54,613.7050,9.8765,5,314,0.9754,181.394
86,54,618.7734,9.8365,5,314,1.0383,182.432
86,54,623.8442,9.8506,5,314,1.0133,183.445
86,54,628.9124,9.7834,5,314,0.9650,184.410
86,53,633.9841,9.7879,5,314,0.9673,185.378
86,53,639.0610,9.9141,5,314,0.9832,186.361
86,53,644.1406,9.8070,5,314,1.0242,187.385
86,53,649.2158,9.7885,5,314,1.0350,188.420
86,52,654.2970,9.7801,5,314,1.0604,189.481
86,52,659.3641,9.8573,5,314,1.0142,190.495
86,52,664.4410,9.8256,5,314,1.0118,191.506
86,52,669.5112,9.8410,5,314,0.9880,192.494
86,51,674.5848,9.8263,5,314,1.0184,193.513
86,51,679.6587,9.7565,5,314,0.9491,194.462
86,51,684.7458,9.8052,5,314,1.0044,195.466
86,51,689.8305,9.8135,5,314,0.9552,196.422
86,50,694.9117,9.8731,5,314,1.0434,197.465
86,50,699.9973,9.8402,5,314,1.0626,198.527
86,50,705.0830,9.7414,5,314,0.9837,199.511
86,50,710.1790,9.8382,5,314,1.0092,200.520
86,49,715.2618,9.7920,5,314,0.9594,201.480
86,49,720.3540,9.8119,5,314,1.0128,202.492
86,49,725.4412,9.8043,5,314,1.0576,203.550
86,49,730.5294,9.8017,5,314,0.9770,204.527
86,48,735.6033,9.8112,5,314,1.0284,205.555
86,48,740.6985,9.8833,5,314,0.9847,206.540
86,48,745.7871,9.8025,5,314,0.9990,207.539
86,48,750.8826,9.7911,5,314,0.9958,208.535
86,47,755.9781,9.8932,5,314,1.0513,209.586
86,47,761.0676,9.8081,5,314,1.1088,210.695
86,47,766.1547,9.8106,5,314,0.9802,211.675
86,47,771.2466,9.7926,5,314,0.9669,212.642
86,46,776.3221,9.8003,5,314,1.0167,213.659
86,46,781.4176,9.7622,5,314,0.9751,214.634
86,46,786.5087,9.8295,5,314,0.9946,215.629
86,46,791.5964,9.8458,5,314,1.0093,216.638
86,45,796.6801,9.8317,5,314,1.0268,217.665
86,45,801.7756,9.8116,5,314,0.9848,218.649
86,45,806.8711,9.8502,5,314,1.0277,219.677
86,45,811.9657,9.8114,5,314,1.0677,220.745
86,44,817.0596,9.8437,5,314,1.0535,221.798
86,44,822.1544,9.8177,5,314,0.9350,222.733
86,44,827.2515,9.8230,5,314,0.9497,223.683
86,44,832.3468,9.7407,5,314,1.0263,224.709
86,43,837.4490,9.8566,5,314,1.0445,225.754
86,43,842.5471,9.7959,5,314,1.0485,226.802
86,43,847.6395,9.7821,5,314,1.0120,227.814
86,43,852.7272,9.7637,5,314,0.9449,228.759
86,42,857.8295,9.8478,5,314,0.9914,229.751
86,42,862.9154,9.8740,5,314,1.0687,230.819
87,42,868.0140,9.7979,5,314,0.9928,231.812
87,42,873.1036,9.8508,5,314,1.0004,232.813
87,42,878.1929,9.7676,5,314,1.0000,233.813
87,41,883.2735,9.8248,5,314,1.0034,234.816
87,41,888.3650,9.8249,5,314,0.9953,235.811
87,41,893.4404,9.8441,5,314,1.0357,236.847
87,41,898.5284,9.7935,5,314,1.0818,237.929
87,40,903.6066,9.7694,5,314,0.9820,238.911
87,40,908.6703,9.8884,5,314,0.9996,239.910
87,40,913.7480,9.8394,5,314,1.0352,240.945
87,40,918.8309,9.8936,5,314,0.9920,241.937
87,39,923.9027,9.8085,5,315,0.9345,242.872
87,39,928.9879,9.7936,5,314,0.9908,243.863
87,39,934.0355,9.7878,5,314,1.0098,244.873
87,39,939.1249,9.8620,5,314,1.0248,245.897
87,38,944.1850,9.7771,5,314,1.0676,246.965
87,38,949.2551,9.7988,5,314,1.0477,248.013
87,38,954.3352,9.7777,5,314,0.9733,248.986
86,38,959.3987,9.8206,5,314,1.0260,250.012
87,37,964.4646,9.8727,5,314,0.9497,250.962
87,37,969.5317,9.7924,5,314,1.0298,251.991
87,37,974.5910,9.7785,5,314,0.9768,252.968
87,37,979.6570,9.8318,5,314,0.9907,253.959
87,36,984.7123,9.8675,5,314,1.0213,254.980
87,36,989.7650,9.8428,5,314,1.0411,256.021
87,36,994.8164,9.8152,5,314,1.0367,257.058
87,36,999.8640,9.8574,5,314,0.9806,258.039
87,35,1004.9176,9.8531,5,314,0.9707,259.009
87,35,1009.9673,9.8145,5,314,1.0030,260.012
86,35,1015.0172,9.8019,5,314,1.0457,261.058
86,35,1020.0777,9.8692,5,314,1.0635,262.122
86,34,1025.1360,9.8374,5,314,1.0447,263.166
86,34,1030.1877,9.8573,5,314,0.9730,264.139
87,34,1035.2426,9.7721,5,314,0.9407,265.080
87,34,1040.3005,9.8775,5,314,0.9807,266.061
87,33,1045.3489,9.8731,5,314,1.0050,267.066
87,33,1050.3912,9.7802,5,314,1.0853,268.151
87,33,1055.4363,9.7698,5,314,1.0326,269.184
87,33,1055.4363,9.9709,4,316,0.9761,270.160
87,32,1055.4363,9.8949,4,332,0.9695,271.129
87,32,1057.8434,9.8388,4,343,0.9986,272.128
87,32,1062.3796,9.8442,4,349,1.0080,273.136
87,32,1066.9685,9.8402,4,355,0.9976,274.133
86,31,1071.6769,9.7742,4,0,1.0145,275.148
86,31,1076.4728,9.8481,4,4,1.0063,276.154
86,31,1081.3445,9.8583,4,7,1.0430,277.197
86,31,1086.2720,9.7726,4,8,1.0229,278.220
87,30,1091.2352,9.8260,4,9,0.9763,279.196
87,30,1096.2275,9.8355,4,10,0.9747,280.171
87,30,1101.2279,9.8481,5,10,1.0191,281.190
87,30,1106.2416,9.8638,5,10,1.0725,282.263
87,29,1111.2657,9.7860,5,9,1.0158,283.278
87,29,1116.2990,9.8511,5,9,1.0013,284.280
87,29,1121.3394,9.7421,5,9,0.9712,285.251
87,29,1126.3867,9.8212,5,8,0.9622,286.213
87,28,1131.4204,9.8487,5,8,0.9695,287.183
87,28,1136.4504,9.8102,5,8,0.9885,288.171
87,28,1141.4839,9.8240,5,7,1.0250,289.196
87,28,1146.5184,9.7732,5,7,1.0488,290.245
87,28,1151.5507,9.8378,5,7,1.0372,291.282
87,27,1156.5922,9.8468,5,7,1.0377,292.320
87,27,1161.6292,9.8305,5,7,1.0617,293.381
87,27,1166.6683,9.8036,5,7,0.9747,294.356
87,27,1171.7080,9.7961,5,7,0.9188,295.275
87,26,1176.7524,9.7723,5,7,0.9848,296.260
87,26,1181.7823,9.8332,5,7,1.0294,297.289
87,26,1186.8141,9.8113,5,7,1.0239,298.313
87,26,1191.8473,9.8681,5,7,1.0103,299.323
87,25,1196.8744,9.8230,5,7,1.0387,300.362
87,25,1201.8990,9.7868,5,7,0.9895,301.352
87,25,1206.9304,9.7535,5,7,0.9942,302.346
87,25,1211.9554,9.7971,5,7,1.0023,303.348
87,24,1216.9838,9.8431,5,7,1.0090,304.357
87,24,1222.0000,9.7886,5,7,1.0309,305.388
87,24,1227.0138,9.8014,5,7,0.9799,306.368
87,24,1232.0388,9.8144,5,7,1.0294,307.397
86,23,1237.0551,9.7844,5,7,0.9791,308.376
86,23,1242.0754,9.8515,5,7,1.0378,309.414
86,23,1247.0911,9.8016,5,7,1.0084,310.423
86,23,1252.1016,9.8602,5,7,0.9504,311.373
86,22,1257.1180,9.8639,5,7,1.0046,312.378
86,22,1262.1414,9.7928,5,7,0.9921,313.370
86,22,1267.1624,9.8035,5,7,1.0318,314.402
86,22,1272.1898,9.8700,5,8,1.0639,315.465
86,21,1277.2002,9.7936,5,7,1.0451,316.511
87,21,1282.2059,9.8543,4,8,1.0281,317.539
87,21,1287.2056,9.7666,4,7,0.9715,318.510
87,21,1292.2344,9.8232,5,7,0.9772,319.487
87,20,1297.2365,9.7871,5,7,1.0150,320.502
86,20,1302.2285,9.8228,4,7,0.9783,321.481
86,20,1307.2422,9.8235,5,7,1.0702,322.551
86,20,1312.2476,9.8663,5,7,0.9937,323.545
86,19,1317.2576,9.8265,5,7,0.9949,324.539
86,19,1322.2548,9.8083,5,7,0.9806,325.520
86,19,1327.2452,9.8120,4,7,1.0327,326.553
