altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.6889,9.7708,0,276,0.9500,0.950
7,98,7.0836,9.7963,0,262,1.0136,1.963
9,98,9.4598,9.8329,0,291,1.0372,3.000
11,98,11.8411,9.8053,0,279,1.0041,4.005
16,97,16.5894,9.8305,0,66,2.0084,6.013
18,97,18.9544,9.8348,0,38,1.0309,7.044
21,97,21.3278,9.7896,0,132,1.0261,8.070
23,96,23.6932,9.7833,0,100,0.9325,9.002
26,96,26.0596,9.8393,0,110,0.9541,9.956
28,96,28.4165,9.8442,0,86,1.0524,11.009
30,96,30.7729,9.7900,0,319,1.0697,12.079
39,94,39.7068,9.5597,0,237,5.0810,17.160
39,94,39.8606,9.7173,0,293,0.9475,18.107
39,94,39.9212,9.7801,0,251,0.9608,19.068
39,93,39.9525,9.8323,0,127,3.0473,22.115
39,93,39.9568,9.8173,0,144,1.0710,23.186
39,93,39.9609,9.8255,0,331,1.0136,24.200
39,92,39.9674,9.7983,0,24,1.9933,26.193
39,92,39.9721,9.8344,0,35,0.9650,27.158
39,92,39.9729,9.8304,0,23,1.0457,28.204
39,91,39.9856,9.8207,0,294,3.0106,31.214
39,91,39.9853,9.8143,0,265,1.0035,32.218
39,91,39.9869,9.7782,0,298,1.0309,33.249
39,90,39.9872,9.8672,0,108,1.0052,34.254
39,90,39.9864,9.8162,0,95,0.9962,35.250
39,90,40.0553,9.9868,0,188,0.9984,36.248
40,90,40.9043,10.0070,0,192,1.0196,37.268
40,89,42.4608,10.0453,1,186,1.0170,38.285
40,89,44.9006,10.1179,2,190,1.0146,39.300
41,89,48.2368,9.9797,3,190,1.0159,40.316
42,89,52.2265,9.6670,4,197,0.9883,41.304
42,88,56.3586,9.6881,4,190,1.0186,42.322
43,88,60.6674,9.8407,4,191,1.0721,43.395
43,88,65.2053,9.8312,4,189,0.9810,44.376
44,88,69.9140,9.8577,4,189,0.9430,45.319
44,87,74.7383,9.8192,4,189,0.9535,46.272
45,87,79.6443,9.8230,4,189,1.0572,47.329
45,87,84.6048,9.8250,4,189,1.0223,48.352
46,87,89.6121,9.8538,4,189,1.0355,49.387
46,86,94.6474,9.7739,5,189,0.9734,50.360
47,86,99.6948,9.7828,5,189,1.0130,51.373
48,86,104.7568,9.8235,5,190,1.0510,52.424
48,86,109.8267,9.9237,5,190,1.0097,53.434
49,85,114.9012,9.8591,5,190,0.9749,54.409
49,85,119.9754,9.8654,5,190,1.0224,55.432
50,85,125.0400,9.8096,5,190,1.0008,56.432
50,85,130.1079,9.8703,5,190,0.9957,57.428
51,84,135.1783,9.8141,5,190,0.9785,58.407
52,84,140.2552,9.7702,5,190,1.0745,59.481
52,84,145.3219,9.8429,5,190,1.0270,60.508
53,84,150.3907,9.8281,5,190,1.0164,61.524
53,83,155.4528,9.8121,5,190,0.9892,62.514
54,83,160.5186,9.8166,5,190,1.0391,63.553
54,83,165.5862,9.9027,5,190,0.9653,64.518
55,83,170.6478,9.8241,5,190,0.9620,65.480
56,82,175.7091,9.8403,5,190,1.0431,66.523
56,82,180.7752,9.8247,5,190,1.0319,67.555
57,82,185.8354,9.8521,5,190,1.0158,68.571
57,82,190.9065,9.8613,5,190,0.9649,69.536
58,81,195.9844,9.8455,5,190,1.0813,70.617
58,81,201.0665,9.8508,5,190,1.0200,71.637
59,81,206.1460,9.8327,5,190,0.9621,72.599
60,81,211.2183,9.7477,5,190,0.9805,73.580
60,80,216.2822,9.8289,5,190,0.9737,74.553
61,80,221.3486,9.8018,5,190,1.0326,75.586
61,80,226.4162,9.7979,5,190,1.0448,76.631
62,80,231.4993,9.7594,5,190,1.0759,77.707
62,79,236.5760,9.7992,5,190,0.9848,78.691
63,79,241.6518,9.8225,5,190,1.0064,79.698
64,79,246.7315,9.8241,5,190,0.9684,80.666
64,79,251.8068,9.7238,5,190,1.0436,81.710
65,78,256.8796,9.8084,5,190,0.9895,82.699
65,78,261.9633,9.8654,5,190,1.0034,83.703
66,78,267.0251,9.8447,5,190,0.9709,84.674
67,78,272.1007,9.7661,5,190,1.0588,85.732
67,77,277.1681,9.8282,5,190,1.0225,86.755
68,77,282.2518,9.8385,5,190,1.0052,87.760
68,77,287.3322,9.8533,5,190,1.0011,88.761
69,77,292.4074,9.8960,5,190,0.9892,89.750
69,76,297.4893,9.8597,5,190,1.0404,90.791
70,76,302.5616,9.7798,5,190,0.9999,91.791
70,76,307.6380,9.8305,5,190,0.9957,92.786
71,76,312.7117,9.8297,5,190,0.9634,93.750
72,75,317.7881,9.8124,5,190,0.9974,94.747
72,75,322.8510,9.9625,5,190,1.0448,95.792
73,75,327.9434,9.8260,5,190,1.0971,96.889
73,75,333.0072,9.8124,5,190,1.0630,97.952
74,74,338.1057,9.7687,5,190,1.0336,98.986
75,74,343.1835,9.8439,5,190,0.9464,99.932
75,74,348.2710,9.8768,5,190,0.9470,100.879
76,74,353.3478,9.8240,5,190,1.0372,101.916
76,73,353.3478,9.3073,4,191,0.9901,102.907
76,73,353.3478,9.5558,4,208,1.0526,103.959
76,73,355.9446,9.6422,3,226,1.0326,104.992
75,73,359.8057,9.8765,4,239,0.9706,105.962
74,72,363.9043,9.9724,4,246,1.0011,106.964
74,72,368.0498,9.8052,4,253,1.0202,107.984
73,72,372.3512,9.7702,4,258,1.0011,108.985
73,72,376.7814,9.7787,4,262,0.9666,109.951
72,71,381.2997,9.7839,4,264,1.0074,110.959
72,71,385.8903,9.8194,4,265,1.0734,112.032
71,71,390.5324,9.8357,4,265,1.1121,113.144
71,71,395.2293,9.8032,4,265,0.9999,114.144
70,70,399.9585,9.8276,4,265,0.9915,115.136
69,70,404.7197,9.7970,4,264,0.9790,116.115
69,70,409.4976,9.7910,4,264,0.9716,117.086
68,70,414.3005,9.7553,4,263,0.9918,118.078
68,70,419.1114,9.8325,4,263,1.0065,119.085
67,69,423.9240,9.8610,4,262,1.0450,120.130
66,69,428.7479,9.7901,4,262,0.9695,121.099
66,69,433.5619,9.8334,4,262,1.0458,122.145
65,69,438.3795,9.7227,4,262,0.9830,123.128
65,68,443.1952,9.8641,4,262,1.0440,124.172
64,68,448.0168,9.8518,4,262,0.9788,125.151
63,68,452.8460,9.8379,4,262,1.0087,126.160
63,68,457.6727,9.8015,4,262,1.0304,127.190
62,67,462.4877,9.7923,4,262,0.9918,128.182
62,67,467.3185,9.8225,4,262,1.0385,129.220
61,67,472.1428,9.7820,4,262,1.0387,130.259
60,67,476.9728,9.8541,4,262,0.9755,131.234
60,66,481.7955,9.8620,4,262,0.9923,132.227
