altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.7449,9.7014,0,282,1.0079,1.007
7,98,7.1276,9.8023,0,275,1.0374,2.045
9,98,9.5070,9.8154,0,285,1.0168,3.062
18,97,19.0037,9.8347,0,72,3.9434,7.005
21,97,21.3647,9.8352,0,17,1.0603,8.065
23,96,23.7341,9.7846,0,126,0.9988,9.064
26,96,26.0963,9.7835,0,84,0.9938,10.058
28,96,28.4592,9.8403,0,110,1.0071,11.065
30,96,30.8122,9.8471,0,64,0.9875,12.053
33,95,33.1658,9.7906,0,313,0.9763,13.029
39,94,39.8655,9.7557,0,318,5.1403,18.169
39,94,39.9199,9.7572,0,298,1.0053,19.175
39,93,39.9547,9.8300,0,167,3.9483,23.123
39,93,39.9592,9.8151,0,175,1.0713,24.194
39,93,39.9639,9.8268,0,324,0.9433,25.137
39,92,39.9702,9.7987,0,58,2.0597,27.197
39,92,39.9749,9.8348,0,34,0.9836,28.181
39,91,39.9869,9.8215,0,198,4.0190,32.200
39,91,39.9862,9.8143,0,250,1.0289,33.229
39,90,39.9881,9.7780,0,296,1.0116,34.240
39,90,39.9874,9.8663,0,83,1.0050,35.245
39,90,39.9863,9.8149,0,54,1.0082,36.253
39,90,39.9828,9.8452,0,81,0.9888,37.242
39,89,39.9834,9.8674,0,355,1.0141,38.256
39,89,39.9867,9.8183,0,106,3.9935,42.250
39,88,39.9899,9.7923,0,318,1.0346,43.284
39,88,39.9908,9.8174,0,53,1.1016,44.386
39,88,40.1712,9.9836,0,352,0.9585,45.345
40,88,41.0379,9.9636,0,354,0.9842,46.329
40,87,42.5773,10.0761,1,354,0.9695,47.298
40,87,44.9781,10.1113,2,352,1.0679,48.366
41,87,48.2939,9.9964,3,353,1.0132,49.379
42,87,52.3358,9.7634,4,352,1.0126,50.392
43,86,56.6085,9.5856,4,352,1.0285,51.420
43,86,60.9671,9.7868,4,352,0.9414,52.362
44,86,65.5650,9.8419,4,352,0.9958,53.358
45,86,70.3250,9.9467,4,352,0.9805,54.338
45,85,75.1932,9.8631,4,352,1.0367,55.375
46,85,80.1262,9.8762,4,352,1.0667,56.442
47,85,85.0963,9.8196,4,352,0.9911,57.433
47,85,90.0986,9.8774,4,352,0.9981,58.431
48,84,95.1230,9.8076,4,352,1.0788,59.510
49,84,100.1650,9.7834,4,352,0.9710,60.481
49,84,105.2075,9.8452,4,352,0.9900,61.471
50,84,110.2587,9.8271,4,352,0.9769,62.447
51,83,115.3074,9.8075,4,352,1.0177,63.465
52,83,120.3593,9.8165,4,352,1.0783,64.543
52,83,125.4143,9.9071,5,352,1.0348,65.578
53,83,130.4657,9.8298,4,352,1.0257,66.604
54,82,135.5158,9.8453,5,352,1.0060,67.610
54,82,140.5712,9.8306,5,352,0.9349,68.545
55,82,145.6256,9.8494,5,352,0.9972,69.542
56,82,150.6904,9.8590,5,352,1.0124,70.554
56,81,155.7595,9.8520,5,352,1.0437,71.598
57,81,160.8289,9.8454,5,352,1.0136,72.612
58,81,165.8962,9.8410,5,352,1.0079,73.620
59,81,170.9558,9.7411,5,352,0.9873,74.607
59,80,176.0096,9.8419,5,352,1.0411,75.648
60,80,181.0665,9.7948,5,352,0.9770,76.625
