altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.9858,9.7673,0,275,0.9702,0.970
14,97,14.4996,9.8278,0,172,4.0415,5.011
16,97,16.8772,9.8050,0,224,0.9460,5.957
19,97,19.2406,9.8665,0,88,0.9515,6.909
21,97,21.6110,9.8311,0,59,1.0380,7.947
23,96,23.9677,9.8380,0,1,1.0160,8.963
33,95,33.4031,9.8469,0,12,4.2068,13.170
35,95,35.7541,9.7304,0,334,1.0034,14.173
39,93,39.9566,9.8285,0,166,9.9581,24.131
39,93,39.9619,9.8137,0,173,0.9900,25.121
39,92,39.9672,9.8267,0,328,0.9425,26.064
39,92,39.9769,9.8351,0,39,3.0758,29.139
39,91,39.9781,9.8323,0,0,1.0806,30.220
39,91,39.9873,9.8212,0,197,3.0378,33.258
39,90,39.9864,9.8161,0,250,0.9888,34.247
39,90,39.9877,9.7784,0,270,0.9863,35.233
39,90,39.9870,9.8666,0,89,1.0078,36.241
39,90,39.9862,9.8161,0,38,1.0172,37.258
39,89,39.9830,9.8444,0,77,1.0454,38.304
39,89,39.9829,9.8701,0,350,1.0700,39.374
39,88,39.9881,9.8165,0,106,3.8974,43.271
39,88,39.9901,9.7971,0,331,1.0486,44.319
39,88,40.0555,9.8214,0,47,1.0544,45.374
39,88,40.2929,9.9455,0,332,1.0080,46.382
40,87,41.2838,9.9204,1,333,0.9908,47.373
40,87,42.9372,10.0272,1,329,1.0009,48.374
40,87,45.4462,10.0212,2,335,0.9524,49.326
41,87,48.8403,9.9240,3,331,1.0053,50.331
41,86,52.9230,9.7321,4,332,1.0082,51.339
42,86,57.1965,9.6900,4,331,1.0306,52.370
42,86,61.6223,9.7785,4,331,1.1015,53.472
43,86,66.2623,9.8400,4,331,1.0397,54.511
43,85,71.0506,9.9270,4,331,0.9805,55.492
43,85,75.9350,9.8621,4,331,0.9328,56.425
44,85,80.8828,9.8651,4,331,0.9715,57.396
44,85,85.8610,9.8230,4,331,1.0166,58.413
45,84,90.8756,9.8718,4,331,0.9869,59.399
45,84,95.9022,9.8169,5,331,1.0519,60.451
46,84,100.9506,9.7710,5,331,1.0893,61.541
46,84,105.9978,9.8519,5,331,1.0506,62.591
47,83,111.0476,9.8166,5,331,1.0189,63.610
47,83,116.0974,9.8155,5,331,1.0167,64.627
48,83,121.1509,9.8106,5,331,0.9317,65.558
48,83,126.2069,9.9049,5,331,0.9979,66.556
48,82,131.2605,9.8192,5,331,1.0478,67.604
49,82,136.3140,9.8421,5,331,1.0811,68.685
49,82,141.3694,9.8234,5,331,1.0157,69.701
50,82,146.4221,9.8405,5,331,0.9481,70.649
50,81,151.4839,9.8641,5,331,0.9232,71.572
51,81,156.5513,9.8439,5,331,0.9670,72.539
51,81,161.6179,9.8518,5,331,1.0241,73.563
52,81,166.6855,9.8323,5,331,1.0475,74.611
52,80,171.7462,9.7501,5,331,1.0355,75.646
53,80,176.8002,9.8300,5,331,1.0176,76.664
53,80,181.8548,9.8036,5,331,0.9914,77.655
54,80,186.9149,9.7973,5,331,1.0017,78.657
54,79,191.9864,9.7768,5,331,1.0532,79.710
54,79,197.0478,9.7929,5,331,0.9920,80.702
55,79,202.1080,9.8170,5,331,0.9501,81.652
55,79,207.1686,9.8164,5,331,1.0333,82.685
56,78,212.2280,9.7326,5,331,1.0198,83.705
56,78,217.2854,9.8107,5,331,1.0375,84.743
57,78,222.3495,9.8704,5,331,1.0340,85.777
57,78,227.4074,9.8496,5,331,1.0015,86.778
58,77,232.4667,9.7741,5,331,1.0068,87.785
58,77,237.5231,9.8263,5,331,0.9722,88.757
59,77,242.5830,9.8420,5,331,0.9447,89.702
59,77,247.6477,9.8488,5,331,1.0041,90.706
60,76,252.7055,9.8908,5,331,1.0585,91.765
60,76,257.7703,9.8582,5,331,1.0095,92.774
60,76,262.8315,9.7692,5,331,1.0102,93.784
61,76,267.8962,9.8339,5,331,1.0087,94.793
61,75,267.9796,9.6613,4,330,0.9559,95.749
62,75,268.5193,9.8786,3,322,1.0340,96.783
62,75,269.7021,10.1830,2,306,1.0287,97.812
62,75,271.7231,10.0335,2,275,1.0028,98.815
62,74,274.5341,10.0561,3,260,1.0068,99.821
63,74,278.1964,9.8615,3,250,0.9785,100.800
64,74,282.4054,9.6312,4,244,1.0154,101.815
64,74,286.6911,9.8469,4,240,1.0222,102.838
65,73,291.2046,9.8308,4,238,0.9969,103.835
65,73,295.9299,9.8294,4,238,1.0154,104.850
66,73,300.7814,9.8215,4,238,1.0363,105.886
66,73,305.7250,9.8535,4,238,1.0256,106.912
67,72,310.7211,9.8253,4,238,1.0266,107.938
67,72,315.7567,9.7779,5,239,1.0174,108.956
68,72,320.8190,9.8468,5,240,0.9870,109.943
68,72,325.8897,9.7418,5,240,0.9367,110.879
69,71,330.9708,9.8244,5,241,0.9755,111.855
69,71,336.0552,9.7401,5,241,0.9739,112.829
70,71,341.1339,9.8684,5,241,1.0276,113.856
70,71,346.2113,9.7960,5,241,1.0452,114.902
71,70,351.2935,9.8568,5,242,1.0456,115.947
72,70,356.3783,9.8463,5,242,1.0483,116.996
72,70,361.4606,9.8306,5,242,1.0552,118.051
73,70,366.5432,9.8139,5,242,1.0530,119.104
73,69,371.6332,9.7909,5,242,0.9472,120.051
74,69,376.7187,9.8694,5,242,0.9750,121.026
74,69,381.8026,9.8555,5,242,0.9327,121.959
75,69,386.8927,9.8367,5,241,0.9997,122.958
75,68,391.9729,9.8052,5,241,0.9982,123.956
76,68,397.0462,9.7590,5,242,1.0828,125.039
76,68,402.1173,9.8105,5,241,1.0000,126.039
77,68,407.1927,9.8730,5,241,1.0094,127.049
77,67,412.2776,9.7880,5,241,1.0322,128.081
78,67,417.3532,9.8406,5,241,0.9657,129.047
78,67,422.4216,9.7208,5,242,0.9896,130.036
79,67,427.5021,9.8412,5,241,1.0503,131.087
80,66,432.5796,9.7394,5,242,1.0146,132.101
80,66,437.6527,9.8711,5,242,1.0192,133.120
81,66,442.7266,9.8276,5,241,0.9612,134.082
81,65,447.7930,9.7309,5,241,0.9641,135.046
82,65,452.8763,9.8518,5,242,0.9886,136.034
82,65,457.9298,9.9272,5,241,1.0552,137.089
