altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.6882,9.7703,0,274,0.9465,0.946
7,98,7.0833,9.7911,0,261,0.9840,1.930
9,98,9.4596,9.8335,0,290,1.0206,2.951
11,98,11.8410,9.8035,0,281,1.0244,3.975
16,97,16.5898,9.8308,0,65,2.0810,6.056
18,97,18.9549,9.8329,0,37,0.9967,7.053
21,97,21.3286,9.7849,0,127,1.0157,8.068
23,96,23.6942,9.7833,0,98,0.9291,8.998
26,96,26.0598,9.8395,0,113,1.0367,10.034
28,96,28.4163,9.8454,0,93,1.0307,11.065
30,96,30.7725,9.7920,0,320,1.0041,12.069
39,94,39.7065,9.5564,0,319,4.9822,17.051
39,94,39.8604,9.7107,0,295,1.0553,18.107
39,94,39.9209,9.7795,0,258,1.0730,19.180
39,93,39.9567,9.8175,0,149,3.9772,23.157
39,93,39.9608,9.8265,0,327,1.0341,24.191
39,92,39.9675,9.7990,0,26,2.0193,26.210
39,92,39.9720,9.8386,0,37,1.0662,27.276
39,91,39.9857,9.8211,0,206,3.9627,31.239
39,91,39.9853,9.8159,0,249,1.0282,32.267
39,90,39.9875,9.8667,0,92,2.0104,34.278
39,90,39.9865,9.8151,0,20,0.9977,35.275
39,90,39.9832,9.8441,0,79,1.0161,36.291
39,90,39.9839,9.8722,0,355,1.0472,37.339
39,89,39.9878,9.8185,0,110,2.9638,40.302
39,89,39.9873,9.8179,0,109,0.9595,41.262
39,89,39.9903,9.7943,0,339,0.9691,42.231
39,88,39.9914,9.8208,0,56,1.0832,43.314
39,88,39.9902,9.8182,0,264,1.0772,44.391
39,88,40.2616,9.9419,0,281,2.0139,46.405
40,87,41.2286,9.8807,1,280,0.9786,47.384
40,87,42.8342,10.0083,1,274,1.0264,48.410
40,87,45.3011,10.0624,2,281,0.9715,49.382
40,87,48.6279,9.8864,3,280,1.0018,50.383
41,86,52.6731,9.6884,4,279,1.0543,51.438
41,86,56.9371,9.7423,4,278,0.9876,52.425
42,86,61.3615,9.9271,4,278,1.0341,53.460
42,86,65.9950,9.8674,4,277,0.9924,54.452
43,85,70.7757,9.8674,4,277,1.0438,55.496
43,85,75.6446,9.8264,4,277,0.9358,56.432
43,85,80.5833,9.8703,4,277,0.9328,57.364
44,85,85.5643,9.8261,4,277,0.9705,58.335
44,84,90.5834,9.7740,4,278,1.0319,59.367
45,84,95.6069,9.8531,5,278,1.0471,60.414
45,84,100.6482,9.8226,5,278,1.0912,61.505
45,84,105.6902,9.8226,5,278,0.9883,62.493
46,83,110.7403,9.8044,5,278,1.0412,63.535
46,83,115.7932,9.8982,5,278,0.9855,64.520
47,83,120.8435,9.8223,5,278,0.9353,65.455
47,83,125.8920,9.8338,5,278,1.0151,66.470
47,82,130.9437,9.8304,5,278,1.0499,67.520
48,82,135.9927,9.8445,5,278,1.0365,68.557
48,82,141.0484,9.8712,5,278,0.9717,69.528
49,82,146.1097,9.8344,5,278,1.0514,70.580
49,81,151.1692,9.8590,5,278,1.0483,71.628
50,81,156.2286,9.8292,5,278,1.0154,72.643
50,81,161.2796,9.7534,5,278,0.9427,73.586
50,81,166.3251,9.8397,5,278,0.9726,74.559
51,80,171.3715,9.8116,5,278,1.0619,75.621
51,80,176.4205,9.8033,5,278,0.9724,76.593
52,80,181.4857,9.7699,5,278,0.9981,77.591
52,80,186.5397,9.7914,5,278,0.9918,78.583
52,79,191.5920,9.8172,5,278,1.0688,79.652
53,79,196.6435,9.8152,5,278,1.0679,80.720
53,79,201.6938,9.7327,5,278,1.0046,81.724
54,79,206.7423,9.8016,5,278,1.0132,82.737
54,78,211.7914,9.8664,5,278,0.9796,83.717
55,78,216.8354,9.8380,5,278,0.9244,84.641
55,78,221.8763,9.7714,5,278,0.9878,85.629
55,78,226.9178,9.8231,5,278,1.0443,86.674
56,77,231.9641,9.8497,5,278,1.0360,87.710
56,77,237.0159,9.8471,5,278,1.0716,88.781
57,77,242.0617,9.8967,5,278,0.9775,89.759
57,77,247.1165,9.8628,5,278,1.0318,90.791
57,76,252.1668,9.7773,5,278,1.0151,91.806
58,76,257.2235,9.8233,5,278,0.9315,92.737
58,76,262.2701,9.8264,5,278,0.9651,93.702
59,76,267.3151,9.8160,5,278,0.9885,94.691
59,75,272.3569,9.9521,5,278,0.9683,95.659
59,75,277.3971,9.8319,5,278,1.0609,96.720
60,75,282.4365,9.8067,5,278,1.1248,97.845
60,75,287.4944,9.7811,5,278,1.0161,98.861
61,74,292.5395,9.8364,5,278,0.9711,99.832
61,74,297.5923,9.8949,5,278,0.9758,100.808
62,74,302.6329,9.8203,5,278,1.0090,101.817
62,74,307.6931,9.8214,5,278,1.0618,102.878
62,73,312.7447,9.8048,5,278,1.0351,103.914
63,73,317.8012,9.8472,5,278,0.9700,104.884
63,73,322.8566,9.8260,5,278,0.9214,105.805
64,73,327.9112,9.7815,5,278,1.0662,106.871
64,72,332.9675,9.8349,5,278,0.9963,107.867
64,72,338.0251,9.7469,5,278,1.0358,108.903
65,72,343.0828,9.8194,5,278,0.9873,109.891
65,72,348.1368,9.7485,5,278,0.9724,110.863
66,71,353.1926,9.8569,5,278,1.0570,111.920
66,71,358.2440,9.8018,5,278,1.0568,112.977
66,71,363.3012,9.8477,5,278,1.0433,114.020
67,71,368.3570,9.8453,5,278,0.9554,114.976
67,70,373.4161,9.8354,5,278,0.9763,115.952
68,70,378.4727,9.8052,5,278,0.9840,116.936
68,70,383.5371,9.7958,5,278,1.0080,117.944
69,70,388.5964,9.8592,5,278,1.0230,118.967
69,69,393.6580,9.8604,5,278,1.0209,119.988
69,69,398.7165,9.8252,5,278,1.0648,121.053
70,69,403.7661,9.8097,5,278,0.9377,121.990
70,69,408.8232,9.7613,5,278,1.0192,123.009
71,68,413.8761,9.8225,5,278,1.0270,124.036
71,68,418.9350,9.8625,5,278,1.0040,125.040
71,68,424.0040,9.7869,5,278,1.0073,126.048
72,68,429.0645,9.8206,5,278,0.9721,127.020
72,67,429.0645,9.4605,4,278,1.0551,128.075
72,67,429.2984,9.7459,3,286,0.9782,129.053
72,67,430.4741,9.8107,3,301,0.9989,130.052
72,67,432.5323,9.7429,2,330,1.0116,131.064
72,66,435.3409,9.7570,3,345,1.0575,132.121
71,66,438.9258,9.7042,3,357,1.0278,133.149
71,66,442.9349,10.0000,4,3,1.0165,134.165
70,66,447.0612,9.8995,4,8,0.9267,135.092
70,65,451.4048,9.7694,4,10,0.9958,136.088
70,65,455.9306,9.7764,4,11,1.0789,137.167
69,65,460.5852,9.8519,4,11,1.0312,138.198
69,65,465.3430,9.7905,4,11,0.9755,139.174
69,64,470.1599,9.7849,4,11,1.0171,140.191
68,64,475.0201,9.7816,4,10,0.9944,141.185
68,64,479.9018,9.8227,4,9,0.9974,142.183
68,64,484.8195,9.7150,4,9,0.9746,143.157
67,64,489.7492,9.8408,4,8,1.0705,144.228
67,63,494.6843,9.8192,4,8,0.9926,145.220
66,63,499.6267,9.8033,4,8,1.0073,146.227
66,63,504.5798,9.8374,4,7,0.9898,147.217
66,63,509.5348,9.7473,4,7,0.9719,148.189
65,62,514.4810,9.8322,4,7,0.9624,149.152
65,62,519.4394,9.8477,4,7,1.0986,150.250
64,62,524.3913,9.7886,4,7,1.0425,151.293
64,62,529.3506,9.8064,4,7,1.0052,152.298
64,61,534.3200,9.8445,4,7,1.0004,153.298
63,61,539.2926,9.7643,4,7,0.9778,154.276
63,61,544.2492,9.8423,4,8,1.0022,155.278
62,61,549.2189,9.7564,4,7,1.0548,156.333
62,60,554.1856,9.8377,4,8,1.0382,157.371
62,60,559.1575,9.7946,4,8,1.0117,158.383
61,60,564.1196,9.9050,4,7,0.9258,159.309
61,60,569.0940,9.8461,4,8,0.9870,160.296
61,59,574.0629,9.8417,4,8,1.0537,161.349
60,59,579.0458,9.7924,4,7,1.0551,162.404
60,59,584.0171,9.8163,4,8,1.0239,163.428
59,59,588.9965,9.7976,4,7,0.9525,164.381
59,58,593.9623,9.7794,4,7,0.9703,165.351
59,58,598.9451,9.7948,4,7,0.9959,166.347
58,58,603.9147,9.8406,4,7,1.0724,167.419
58,58,608.8965,9.8052,4,8,1.0709,168.490
57,57,613.8693,9.7568,4,8,0.9817,169.472
57,57,618.8571,9.8556,4,8,0.9699,170.442
57,57,623.8448,9.7531,4,8,0.9718,171.413
56,57,628.8278,9.7833,4,7,1.0478,172.461
56,57,633.8165,9.7750,4,8,1.0614,173.523
55,56,638.7971,9.7643,4,8,0.9660,174.489
55,56,643.7808,9.8470,4,8,0.9267,175.415
55,56,648.7521,9.8474,4,8,1.0238,176.439
54,56,653.7310,9.8183,4,7,0.9701,177.409
54,55,658.7081,9.9032,4,8,1.0010,178.410
53,55,663.7073,9.8243,4,7,1.0725,179.483
53,55,668.6978,9.8222,5,7,1.0466,180.529
53,55,673.6888,9.8726,4,8,1.0834,181.613
52,54,678.6827,9.8401,4,7,1.0863,182.699
52,54,683.6736,9.8435,4,8,1.0019,183.701
51,54,688.6674,9.7955,4,7,0.9479,184.649
51,54,693.6697,9.7815,5,7,0.9453,185.594
51,53,698.6541,9.9297,4,8,0.9589,186.553
50,53,703.6634,9.7978,4,7,1.0260,187.579
50,53,708.6508,9.8103,4,7,1.0119,188.591
49,53,713.6489,9.7726,4,7,1.0285,189.619
49,52,718.6344,9.8546,4,7,1.0638,190.683
49,52,723.6256,9.8073,4,7,1.0083,191.691
48,52,728.6193,9.8271,5,7,0.9931,192.685
