altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.8330,9.7673,0,278,0.9675,0.967
9,98,9.5890,9.8220,0,302,1.9998,2.967
11,98,11.9670,9.8139,0,258,0.9984,3.965
14,98,14.3388,9.8289,0,171,1.0087,4.974
16,97,16.7133,9.8072,0,227,1.0430,6.017
19,97,19.0745,9.8676,0,87,0.9888,7.006
21,97,21.4428,9.8366,0,67,1.0303,8.036
23,96,23.7975,9.8387,0,349,1.0395,9.075
33,95,33.2253,9.8444,0,38,3.9089,12.984
35,95,35.5750,9.7709,0,334,1.0864,14.071
39,93,39.9598,9.8274,0,166,10.0026,24.073
39,93,39.9647,9.8144,0,171,1.0839,25.157
39,92,39.9694,9.8270,0,345,0.9852,26.142
39,92,39.9744,9.7993,0,35,2.0287,28.171
39,92,39.9781,9.8349,0,37,0.9986,29.170
39,91,39.9790,9.8319,0,352,0.9771,30.147
39,91,39.9874,9.8225,0,198,3.0718,33.219
39,90,39.9865,9.8189,0,239,0.9950,34.214
39,90,40.0493,9.7798,0,302,1.0116,35.225
39,90,40.2236,9.9386,0,328,0.9794,36.205
40,90,41.1436,9.8567,1,324,1.0358,37.240
40,89,42.6856,9.9109,1,319,1.0088,38.249
40,89,45.0576,9.9485,2,328,1.0026,39.252
40,89,48.3127,9.8600,3,321,1.0379,40.290
40,89,52.2794,9.8619,4,323,1.0502,41.340
40,88,56.5322,9.7932,4,322,1.0412,42.381
40,88,60.9440,9.8338,4,322,0.9923,43.373
41,88,65.5738,9.7967,4,322,0.9286,44.302
41,88,70.3448,9.8170,4,322,1.0066,45.309
41,87,75.2119,9.8206,4,322,1.0045,46.313
41,87,80.1458,9.8279,4,322,1.0511,47.364
41,87,85.1237,9.8157,4,322,1.0139,48.378
41,87,90.1261,9.8059,5,322,0.9644,49.342
41,87,95.1419,9.8332,5,322,0.9874,50.330
42,86,100.1839,9.8399,5,322,1.0561,51.386
42,86,105.2309,9.7939,5,322,1.0718,52.458
42,86,110.2807,9.7683,5,322,1.0756,53.533
42,86,115.3320,9.8367,5,322,0.9676,54.501
42,85,120.3909,9.9191,5,322,0.9611,55.462
42,85,125.4485,9.8610,5,322,0.9985,56.461
43,85,130.5138,9.8532,5,322,1.0187,57.479
43,85,135.5653,9.8294,5,322,1.0286,58.508
43,84,140.6259,9.8616,5,322,1.0061,59.514
43,84,145.6799,9.8323,5,322,0.9899,60.504
43,84,150.7503,9.7692,5,322,1.0398,61.544
43,84,155.8028,9.8661,5,322,1.0044,62.548
44,83,160.8616,9.8152,5,322,0.9971,63.545
44,83,165.9119,9.8188,5,322,0.9510,64.496
44,83,170.9722,9.7984,5,322,1.0014,65.498
44,83,176.0281,9.8958,5,322,0.9891,66.487
44,82,181.0812,9.8148,5,322,1.0553,67.542
44,82,186.1286,9.8284,5,322,1.0935,68.636
45,82,191.1809,9.8224,5,322,1.0511,69.687
45,82,196.2333,9.8397,5,322,0.9783,70.665
45,81,201.2932,9.8667,5,322,0.9960,71.661
45,81,206.3575,9.8295,5,322,0.9900,72.651
45,81,211.4246,9.8649,5,322,0.9453,73.596
45,81,216.4912,9.8151,5,322,0.9577,74.554
46,80,221.5479,9.7694,5,322,0.9766,75.531
46,80,226.6018,9.8340,5,322,1.0139,76.545
46,80,231.6531,9.8251,5,322,1.0898,77.634
46,80,236.7110,9.7998,5,322,1.0125,78.647
46,79,241.7776,9.7827,5,322,0.9673,79.614
46,79,246.8454,9.7864,5,322,1.0527,80.667
46,79,251.9020,9.8291,5,322,1.0052,81.672
47,79,256.9655,9.8096,5,322,1.0232,82.695
47,78,262.0257,9.7367,5,322,0.9759,83.671
47,78,267.0881,9.7959,5,322,1.0387,84.710
47,78,272.1504,9.8788,5,322,0.9758,85.686
47,78,277.2059,9.8308,5,322,1.0021,86.688
47,77,282.2639,9.7876,5,322,1.0445,87.732
48,77,287.3249,9.8227,5,322,1.0406,88.773
48,77,292.3908,9.8483,5,322,0.9631,89.736
48,77,297.4590,9.8379,5,322,0.9568,90.693
48,76,302.5162,9.8903,5,322,1.0458,91.739
48,76,307.5823,9.8538,5,322,1.0160,92.755
48,76,312.6453,9.7733,5,322,0.9950,93.750
49,76,317.7065,9.8156,5,322,1.0172,94.767
49,75,322.7684,9.8199,5,322,0.9923,95.759
49,75,327.8310,9.8100,5,322,1.0612,96.820
49,75,332.8894,9.9418,5,322,0.9729,97.793
49,75,337.9507,9.8425,5,322,1.0197,98.813
49,74,343.0089,9.8000,5,322,0.9892,99.802
50,74,348.0773,9.7893,5,322,1.0089,100.811
50,74,353.1440,9.8402,5,322,1.0257,101.837
50,74,358.2114,9.9016,5,322,1.0249,102.862
50,73,363.2755,9.8257,5,322,0.9837,103.845
50,73,368.3520,9.8289,5,322,0.9937,104.839
50,73,373.4144,9.8071,5,322,1.0604,105.899
51,73,378.4796,9.8522,5,322,0.9956,106.895
51,72,383.5466,9.8190,5,322,0.9891,107.884
51,72,388.6120,9.7869,5,322,0.9528,108.837
51,72,393.6798,9.8322,5,322,1.0205,109.857
51,72,398.7439,9.7507,5,322,1.0684,110.926
51,71,403.8102,9.8122,5,322,1.0575,111.983
52,71,408.8673,9.7632,5,322,1.0190,113.002
52,71,413.9310,9.8499,5,322,0.9674,113.970
52,71,418.9875,9.8149,5,322,0.9432,114.913
52,70,424.0550,9.8391,5,322,1.0164,115.929
52,70,429.1158,9.8432,5,322,1.0429,116.972
52,70,434.1826,9.8269,5,322,1.0428,118.015
52,70,439.2617,9.8041,5,323,0.9610,118.976
53,69,444.3331,9.7846,5,323,0.9249,119.901
53,69,449.4023,9.8584,5,322,1.0119,120.913
53,69,454.4837,9.8579,5,322,1.0564,121.969
53,69,459.5611,9.8186,5,322,1.0595,123.029
53,68,464.6288,9.8128,5,322,1.0062,124.035
53,68,469.7030,9.7443,5,322,0.9503,124.985
54,68,474.7789,9.8415,5,322,0.9964,125.981
54,68,479.8456,9.8658,5,322,1.0258,127.007
54,67,484.9392,9.8037,5,322,1.0326,128.040
54,67,490.0152,9.8174,5,322,0.9980,129.038
54,67,495.0731,9.7469,5,322,0.9655,130.003
54,67,500.1672,9.8329,5,322,1.0400,131.043
55,66,505.2473,9.7643,5,322,1.0560,132.099
55,66,510.3102,9.8685,5,322,0.9886,133.088
55,66,515.3901,9.8403,5,322,0.9565,134.045
55,66,520.4617,9.7231,5,322,1.0198,135.064
55,65,525.5423,9.8552,5,322,1.0258,136.090
55,65,530.6127,9.8984,5,322,1.0316,137.122
56,65,535.7001,9.7556,5,322,1.0319,138.154
56,65,540.7841,9.7979,5,322,0.9863,139.140
56,64,545.8732,9.8427,5,322,0.9643,140.104
56,64,550.9772,9.8181,5,322,0.9557,141.060
56,64,556.0535,9.7956,5,322,1.0671,142.127
56,64,556.0535,9.7284,5,322,1.0678,143.195
56,63,556.0535,9.8556,4,310,0.9813,144.176
56,63,558.4664,9.7176,3,288,1.0009,145.177
56,63,561.8653,9.8362,3,271,0.9961,146.173
56,63,565.8766,9.8789,4,261,1.0102,147.183
56,63,570.1390,9.8584,4,254,1.0546,148.238
56,62,570.3605,9.8572,4,248,1.0503,149.288
56,62,570.3605,9.9486,3,233,1.9336,151.222
56,62,570.8029,10.0315,2,215,1.0258,152.248
56,61,572.5073,9.9394,2,185,1.0388,153.286
56,61,575.0339,10.0143,2,167,1.0688,154.355
57,61,578.4794,9.9100,3,155,1.0910,155.446
57,61,582.6137,9.6253,4,150,1.0157,156.462
58,60,586.9007,9.7864,4,146,0.9243,157.386
58,60,591.4174,9.7749,4,144,0.9964,158.383
58,60,596.1616,9.8252,4,143,1.0271,159.410
59,60,601.0692,9.8212,4,143,0.9342,160.344
59,59,606.0701,9.8841,5,143,0.9664,161.310
60,59,611.1328,9.8777,5,144,0.9707,162.281
60,59,616.2297,9.8028,5,144,1.0148,163.296
60,59,621.3572,9.8166,5,145,1.0140,164.310
61,58,626.5066,9.7928,5,145,0.9909,165.301
61,58,631.6703,9.8292,5,146,1.0374,166.338
62,58,636.8246,9.7823,5,146,1.0411,167.379
62,58,641.9926,9.8287,5,146,1.0436,168.423
63,57,647.1573,9.8472,5,146,0.9749,169.398
63,57,652.3245,9.8333,5,147,0.9581,170.356
63,57,657.4933,9.7830,5,147,0.9843,171.340
64,57,662.6689,9.8466,5,147,1.1166,172.457
64,56,667.8301,9.7816,5,147,1.0450,173.501
65,56,672.9969,9.7584,5,147,1.0059,174.507
65,56,678.1672,9.8108,5,147,1.0396,175.547
66,56,683.3454,9.7375,5,146,0.9453,176.492
66,55,688.5133,9.8626,5,147,0.9605,177.453
66,55,693.6797,9.8133,5,146,0.9762,178.429
67,55,698.8593,9.8293,5,146,1.0233,179.452
67,55,704.0248,9.8596,5,146,1.0233,180.476
68,54,709.2098,9.8357,5,146,1.0564,181.532
68,54,714.3811,9.8067,5,146,1.0475,182.579
69,54,719.5597,9.8935,5,146,1.0213,183.601
69,54,724.7405,9.8190,5,146,1.0171,184.618
70,53,729.9209,9.8553,5,146,1.0274,185.645
70,53,729.9209,9.7617,5,146,1.0558,186.701
70,53,729.9209,9.6254,5,149,0.9355,187.637
