altitude,battery,distance,accel,speed,course,timeChange,flightTime
4,99,4.6916,9.7663,0,276,0.9152,0.915
9,98,9.4533,9.8191,0,302,2.0867,3.001
11,98,11.8333,9.8106,0,275,1.0297,4.031
14,98,14.2072,9.8294,0,190,1.0390,5.070
16,97,16.5847,9.8049,0,235,0.9284,5.998
18,97,18.9483,9.8661,0,85,0.9982,6.997
21,97,21.3188,9.8314,0,65,1.0143,8.011
23,96,23.6759,9.8362,0,13,1.0648,9.076
33,95,33.1122,9.8462,0,29,3.9359,13.011
35,95,35.4637,9.7912,0,331,1.0721,14.084
39,93,39.9564,9.8282,0,171,10.0270,24.111
39,93,39.9616,9.8137,0,172,1.0353,25.146
39,92,39.9668,9.8250,0,326,1.0302,26.176
39,92,39.9726,9.7987,0,29,1.9770,28.153
39,92,39.9768,9.8346,0,38,1.0424,29.196
39,91,39.9872,9.8235,0,198,3.9420,33.138
39,90,39.9864,9.8153,0,245,0.9808,34.118
39,90,40.0808,9.8189,0,330,1.0357,35.154
39,90,40.7334,9.9130,0,336,1.0867,36.241
40,90,42.0472,9.8918,1,334,1.0804,37.321
40,89,44.1252,9.9033,2,336,1.0198,38.341
40,89,47.0721,9.9259,3,333,0.9879,39.329
40,89,50.8218,9.8188,3,334,1.0011,40.330
40,89,55.0219,9.8112,4,333,0.9855,41.316
40,88,59.3628,9.8260,4,333,0.9594,42.275
40,88,63.9190,9.8336,4,333,0.9562,43.231
40,88,68.6524,9.7986,4,333,1.0070,44.238
40,88,73.4955,9.8123,4,333,1.0353,45.274
40,88,78.4082,9.8259,4,333,1.0397,46.313
40,87,83.3707,9.8282,4,333,1.0859,47.399
41,87,88.3680,9.8238,4,333,1.0415,48.441
41,87,93.3866,9.7992,5,333,0.9945,49.435
41,87,98.4150,9.8383,5,333,0.9661,50.401
41,86,103.4632,9.8419,5,334,0.9935,51.395
41,86,108.5132,9.8063,5,334,1.0283,52.423
41,86,113.5648,9.7799,5,334,0.9817,53.405
41,86,118.6204,9.8387,5,334,0.9601,54.365
41,85,123.6844,9.9179,5,334,1.0576,55.422
41,85,128.7473,9.8691,5,333,1.0407,56.463
41,85,133.8166,9.8582,5,333,1.0478,57.511
42,85,138.8704,9.8276,5,333,1.0232,58.534
42,84,143.9331,9.8604,5,334,0.9792,59.513
42,84,148.9926,9.8266,5,333,0.9504,60.464
42,84,154.0637,9.7655,5,333,0.9495,61.413
42,84,159.1211,9.8621,5,333,0.9745,62.388
42,83,164.1839,9.8097,5,334,1.0142,63.402
42,83,169.2397,9.8327,5,334,1.0317,64.434
42,83,174.3023,9.7920,5,334,1.0458,65.479
42,83,179.3617,9.8976,5,333,1.0841,66.563
42,82,184.4170,9.8109,5,333,1.0845,67.648
42,82,189.4724,9.8320,5,333,1.0244,68.672
43,82,194.5305,9.8220,5,334,1.0158,69.688
43,82,199.5847,9.8342,5,334,0.9587,70.647
43,81,204.6487,9.8753,5,333,0.9750,71.622
